"option1attribute1","option1attribute2","option2attribute1","option2attribute2","option3attribute1","option3attribute2","trialid"
0.2655086631421,0.37212389963679,0.411215389845893,0.355934263336369,0.471341952786246,0.182586867454107,1
0.898389684967697,0.944675268605351,1.21998526994139,0.908942425830497,1.09213825463608,0.756480983086642,2
0.205974574899301,0.176556752528995,0.580020268214867,0.134996119938377,0.363525376878028,-0.00761555880197436,3
0.497699242085218,0.717618508264422,1.48151143174618,0.608306042746537,0.959066498200066,0.49968881314055,4
0.934705231105909,0.212142521282658,1.23805276327766,0.178437239930241,0.971613296268152,0.0413749584868532,5
0.386114092543721,0.0133903331588954,0.150890006683767,0.0395263426988903,0.380995141428055,-0.152707561161586,6
0.482080115471035,0.599565825425088,0.469162729568779,0.601001090525339,0.386429309791451,0.443527026056153,7
0.668466738192365,0.79423986072652,-0.115646010031924,0.881363499418108,0.335800496201971,0.664536109836564,8
0.820946294115856,0.647060193819925,1.3868118186947,0.584186246644498,1.11721269248676,0.44747503844538,9
0.789356231689453,0.023331202333793,0.743816361762583,0.028391187881223,0.828568871515489,-0.147692424313544,10
0.477619622135535,0.8612094768323,0.353813836583868,0.87496567522693,0.346621345390018,0.709098174248469,11
0.0994661601725966,0.31627170718275,0.136734686559066,0.312130759806476,0.159894579385802,0.142890771714616,12
0.912875924259424,0.293603372760117,0.831007376778871,0.302699878035734,0.828610618773469,0.136299517814112,13
0.258016780717298,0.478545248275623,0.790638122009113,0.419365099243199,0.386621495680345,0.297589168835284,14
0.339072937844321,0.839440350187942,0.0324399161618203,0.873510685930442,0.142805116053883,0.694581219275769,15
0.892198335845023,0.864339470630512,0.672177422791719,1.08436038368382,0.858505454164126,0.598032352311409,16
0.434659484773874,0.712514678714797,0.234648222569376,0.912525940919295,0.289375456416309,0.557798707072362,17
0.202692255144939,0.711121222469956,-0.553923902800307,1.4677373804152,-0.244491393282636,0.85830487089753,18
0.239629415096715,0.0589343772735447,0.524205932160839,-0.22564213979058,0.497571373343795,-0.499007580973535,19
0.79730882588774,0.455274453619495,0.617476989980787,0.635106289526448,0.795503680579685,0.15707959892755,20
0.654723928077146,0.353197271935642,0.195244219852611,0.812676980160177,0.669120536854338,0.0388006631584503,21
0.213208135217428,0.129372348077595,0.169444203842431,0.173136279452592,0.334628539700033,-0.29204805640501,22
0.976170694921166,0.731792511884123,0.689624519087374,1.01833868771791,0.815635256739684,0.592327950065604,23
0.0130775754805654,0.715566066093743,-0.780553953023627,1.50919759459794,-0.397243649159613,0.825887290733922,24
0.991838620044291,0.495593577856198,0.960537668783218,0.526894529117271,0.882123228151893,0.305308969748595,25
0.453895489219576,0.511169783771038,-0.131014284212142,1.09607955720276,0.0871132816154764,0.577951991375138,26
0.57487219828181,0.0770643802825361,-0.354046642547473,1.00598322111182,0.14700689017209,0.204929688392256,27
0.598092422354966,0.560900748008862,0.650147870182991,0.508845300180838,0.841381313305194,0.0176118570586346,28
0.682788078673184,0.601541217649356,0.160525434184819,1.12380386213772,0.356755748658112,0.627573547664428,29
0.452570831403136,0.175126768415794,0.945967370644212,-0.318269770825282,0.573905760999764,-0.246208161180834,30
0.614644971676171,0.557159538846463,0.272199609782547,3.63916779588908,0.431646930912764,0.704141905717128,31
0.180866361130029,0.529630602803081,-0.66858214745298,8.17466718005016,-0.302809987780283,3.38271774299589,32
0.284790480975062,0.895094102947041,0.177261127624661,1.86285828310065,0.308240022880314,-0.815951774200232,33
0.413124209502712,0.0638084805104882,0.0840991928707808,3.02503363019787,0.308006319949588,-0.490130513511401,34
0.630414122482762,0.840614554006606,1.342677451903,-5.56975541077554,0.958967984284078,-3.61637020220524,35
0.895445425994694,0.644315762910992,1.37760272342712,-3.69509991398081,1.16323395378813,-3.26578098722992,36
0.293730155099183,0.19126010988839,1.06663204170763,-6.76485686958767,0.681018194403012,-4.79433224384607,37
0.189193622441962,0.758103052387014,0.638191407779232,-3.28287701564841,0.572375860564682,-4.19053709071746,38
0.711743867723271,0.388905099825934,-0.0865098799113184,7.57318882853724,0.458215834012611,1.17065740322188,39
0.59057315881364,0.110360604943708,1.27158722304739,-6.01876597316004,0.883740127286584,-4.02814211131279,40
0.267508207354695,0.218645284883678,0.301101880148053,-0.0836977702565489,0.222706052980582,-0.878135325749309,41
0.518576137488708,0.562782935798168,-0.223110153572634,7.23795955535024,0.0822745275661552,2.98949742510114,42
0.961409936426207,0.100140846567228,1.48785531544127,-4.6378675645683,1.38717735628023,-5.23176593211898,43
0.308292330708355,0.649579460499808,1.21500323293731,-7.51081865956075,0.929865389874772,-6.44457807199795,44
0.262474110117182,0.165453933179379,-0.093189776642248,3.36642891401425,0.0871804534962476,0.243096842767789,45
