"option1attribute1","option1attribute2","option2attribute1","option2attribute2","option3attribute1","option3attribute2","trialid"
0.2655086631421,-0.25575220072642,1.2655086631421,-0.366863311837531,-0.2344913368579,-0.366863311837531,1
0.572853363351896,0.816415579989552,1.5728533633519,0.705304468878441,0.322853363351896,0.71919335776733,2
0.201681931037456,0.796779369935393,1.20168193103746,0.685668258824282,0.201681931037456,0.71344603660206,3
0.944675268605351,0.321595584973693,1.94467526860535,0.210484473862582,1.19467526860535,0.252151140529249,4
0.62911404389888,-0.876427459064871,1.62911404389888,-0.987538570175982,1.12911404389888,-0.931983014620427,5
0.205974574899301,-0.646886494942009,1.2059745748993,-0.75799760605312,0.255974574899301,-0.652442050497565,6
0.687022846657783,-0.231792563572526,1.68702284665778,-1.23179256357253,0.187022846657783,-0.031792563572526,7
0.769841419998556,-0.00460151582956314,1.76984141999856,-1.00460151582956,0.519841419998556,0.0203984841704369,8
0.717618508264422,0.983812189660966,1.71761850826442,-0.0161878103390336,0.717618508264422,0.833812189660966,9
0.380035179434344,0.554890442639589,1.38003517943434,-0.445109557360411,0.630035179434344,0.229890442639589,10
0.934705231105909,-0.575714957434684,1.93470523110591,-1.57571495743468,1.43470523110591,-1.07571495743468,11
0.651673766085878,-0.748889808077365,1.65167376608588,-1.74888980807737,0.701673766085878,-0.798889808077365,12
0.267220668727532,-0.227771814912558,1.26722066872753,-9.22777181491256,-0.232779331272468,2.77222818508744,13
0.0133903331588954,-0.235224085859954,1.0133903331589,-9.23522408585995,-0.236609666841105,0.889775914140046,14
0.86969084572047,-0.319302006624639,1.86969084572047,-9.31930200662464,0.86969084572047,-1.06930200662464,15
0.482080115471035,0.199131650850177,1.48208011547104,-8.80086834914982,0.732080115471035,-2.42586834914982,16
0.493541307048872,-0.627564797177911,1.49354130704887,-9.62756479717791,0.993541307048872,-5.12756479717791,17
0.827373318606988,0.336933476384729,1.82737331860699,-8.66306652361527,0.877373318606988,-0.113066523615272,18
0.2655086631421,-0.25575220072642,1.2655086631421,-0.366863311837531,-0.2344913368579,-0.366863311837531,1
0.572853363351896,0.816415579989552,1.5728533633519,0.705304468878441,0.322853363351896,0.71919335776733,2
0.201681931037456,0.796779369935393,1.20168193103746,0.685668258824282,0.201681931037456,0.71344603660206,3
0.944675268605351,0.321595584973693,1.94467526860535,0.210484473862582,1.19467526860535,0.252151140529249,4
0.62911404389888,-0.876427459064871,1.62911404389888,-0.987538570175982,1.12911404389888,-0.931983014620427,5
0.205974574899301,-0.646886494942009,1.2059745748993,-0.75799760605312,0.255974574899301,-0.652442050497565,6
0.687022846657783,-0.231792563572526,1.68702284665778,-1.23179256357253,0.187022846657783,-0.031792563572526,7
0.769841419998556,-0.00460151582956314,1.76984141999856,-1.00460151582956,0.519841419998556,0.0203984841704369,8
0.717618508264422,0.983812189660966,1.71761850826442,-0.0161878103390336,0.717618508264422,0.833812189660966,9
0.380035179434344,0.554890442639589,1.38003517943434,-0.445109557360411,0.630035179434344,0.229890442639589,10
0.934705231105909,-0.575714957434684,1.93470523110591,-1.57571495743468,1.43470523110591,-1.07571495743468,11
0.651673766085878,-0.748889808077365,1.65167376608588,-1.74888980807737,0.701673766085878,-0.798889808077365,12
0.267220668727532,-0.227771814912558,1.26722066872753,-9.22777181491256,-0.232779331272468,2.77222818508744,13
0.0133903331588954,-0.235224085859954,1.0133903331589,-9.23522408585995,-0.236609666841105,0.889775914140046,14
0.86969084572047,-0.319302006624639,1.86969084572047,-9.31930200662464,0.86969084572047,-1.06930200662464,15
0.482080115471035,0.199131650850177,1.48208011547104,-8.80086834914982,0.732080115471035,-2.42586834914982,16
0.493541307048872,-0.627564797177911,1.49354130704887,-9.62756479717791,0.993541307048872,-5.12756479717791,17
0.827373318606988,0.336933476384729,1.82737331860699,-8.66306652361527,0.877373318606988,-0.113066523615272,18
