"option1attribute1","option1attribute2","option2attribute1","option2attribute2","option3attribute1","option3attribute2","trialid"
0.2655086631421,0.37212389963679,0.572853363351896,0.908207789994776,0.201681931037456,0.898389684967697,1
0.944675268605351,0.660797792486846,0.62911404389888,0.0617862704675645,0.205974574899301,0.176556752528995,2
0.687022846657783,0.384103718213737,0.769841419998556,0.497699242085218,0.717618508264422,0.991906094830483,3
0.380035179434344,0.777445221319795,0.934705231105909,0.212142521282658,0.651673766085878,0.125555095961317,4
0.267220668727532,0.386114092543721,0.0133903331588954,0.382387957070023,0.86969084572047,0.34034899668768,5
0.482080115471035,0.599565825425088,0.493541307048872,0.186217601411045,0.827373318606988,0.668466738192365,6
0.79423986072652,0.107943625887856,0.723710946040228,0.411274429643527,0.820946294115856,0.647060193819925,7
0.78293276228942,0.553036311641335,0.529719580197707,0.789356231689453,0.023331202333793,0.477230065036565,8
0.7323137386702,0.692731556482613,0.477619622135535,0.8612094768323,0.438097107224166,0.244797277031466,9
0.0706790471449494,0.0994661601725966,0.31627170718275,0.518634263193235,0.662005076417699,0.406830187188461,10
0.912875924259424,0.293603372760117,0.459065726259723,0.332394674187526,0.65087046707049,0.258016780717298,11
0.478545248275623,0.766310670645908,0.0842469143681228,0.875321330036968,0.339072937844321,0.839440350187942,12
0.34668348915875,0.333774930797517,0.476351245073602,0.892198335845023,0.864339470630512,0.389989543473348,13
0.777320698834956,0.960617997217923,0.434659484773874,0.712514678714797,0.399994368897751,0.325352151878178,14
0.757087148027495,0.202692255144939,0.711121222469956,0.121691921027377,0.245488513959572,0.14330437942408,15
0.239629415096715,0.0589343772735447,0.642288258532062,0.876269212691113,0.778914677444845,0.79730882588774,16
0.455274453619495,0.410084082046524,0.810870242770761,0.604933290276676,0.654723928077146,0.353197271935642,17
0.270260145887733,0.99268406117335,0.633493264438584,0.213208135217428,0.129372348077595,0.478118034312502,18
0.924074469832703,0.59876096714288,0.976170694921166,0.731792511884123,0.356726912083104,0.431473690550774,19
0.148211560677737,0.0130775754805654,0.715566066093743,0.103184235747904,0.446284348610789,0.640101045137271,20
