"attributeA_option1","attributeA_option2","attributeA_option3","attributeB_option1","attributeB_option2","attributeB_option3","ppntid","Aweight","Bweight","toleranceA","toleranceB","calcsd","orderr","value1","value2","value3","rowname","choice","oraclechoice","oraclevalue","agentvalue","choice.optimal","regret"
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,0,1,0.585800305008888,0.1,0.1,0.123320899636063,0.1,-0.869433592453806,0.382713002093104,1.20241960370409,1,3,3,1.20241960370409,1.20241960370409,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,1,1,0.00894579570740461,0.1,0.1,0.013143890800914,0.1,0.238711495537245,0.759911532962332,1.34240251686764,2,3,3,1.34240251686764,1.34240251686764,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,2,1,0.293739611981437,0.1,0.1,0.0866114677034302,0.1,-0.308381165619981,0.573688131104408,1.27329277184497,3,3,3,1.27329277184497,1.27329277184497,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,3,1,0.277374957920983,0.1,0.1,0.0190274231826617,0.1,-0.276944450258731,0.584388790231196,1.27726391519456,4,1,3,1.27726391519456,-0.276944450258731,FALSE,1.5542083654533
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,4,1,0.813574214931577,0.1,0.1,0.0168703814793985,0.1,-1.30699026468817,0.233774261374557,1.14714664502992,5,2,3,1.14714664502992,0.233774261374557,FALSE,0.913372383655359
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,5,1,0.260427771368995,0.1,0.1,0.0438053548436613,0.1,-0.244388682331053,0.59547036065615,1.28137641930994,6,3,3,1.28137641930994,1.28137641930994,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,6,1,0.724405892658979,0.1,0.1,0.243005367805535,0.1,-1.13569674658699,0.292080402037349,1.16878475535472,7,3,3,1.16878475535472,1.16878475535472,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,7,1,0.906092151300982,0.1,0.1,0.0188407994504175,0.1,-1.48471843545859,0.173277846568249,1.12469569761763,8,3,3,1.12469569761763,1.12469569761763,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,8,1,0.949040221050382,0.1,0.1,0.0300736885171809,0.1,-1.56722224146875,0.145194597582713,1.1142736660285,9,3,3,1.1142736660285,1.1142736660285,TRUE,0
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,9,1,0.073144469410181,0.1,0.1,0.0666889137747182,0.1,0.115385000256108,0.717932758394437,1.32682368854743,10,1,3,1.32682368854743,0.115385000256108,FALSE,1.21143868829132
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,10,1,0.754675026983023,0.1,0.1,0.318162996174196,0.1,-1.19384415113713,0.272287763142079,1.16143946892062,11,1,3,1.16143946892062,-1.19384415113713,FALSE,2.35528362005776
0.255896486573088,0.765761085915251,1.34457335634882,-1.92101313264052,-0.653888501844216,-0.24266589045661,11,1,0.28600062080659,0.1,0.1,0.0430338039419842,0.1,-0.293514461939711,0.578748568449514,1.27517076102965,12,3,3,1.27517076102965,1.27517076102965,TRUE,0
