"option1attribute1","option1attribute2","option2attribute1","option2attribute2","option3attribute1","option3attribute2","value1","value2","value3","ppntid","trialtype","trialid"
0.874150826595724,-0.427720930427313,1.87415082659572,-0.538832041538424,1.94024035180919,-0.712841988784365,-0.297533754725009,-0.297533754725009,-0.447533754725009,1,"attraction",1
0.0381918982602656,0.473176629282534,1.03819189826027,0.362065518171423,0.965125217707828,0.203517371566138,0.429678156180307,0.429678156180307,0.279678156180307,1,"attraction",2
0.410129568073899,-0.0845164475031197,1.4101295680739,-0.195627558614231,1.45395201840438,-0.367163386428729,-0.0350518459454179,-0.0350518459454179,-0.185051845945418,1,"attraction",3
-0.489142351318151,-0.0754143549129367,0.510857648681849,-0.186525466024048,0.598860553232953,-0.362970233196393,-0.116787154553458,-0.116787154553458,-0.266787154553458,1,"attraction",4
-0.765025276690722,-0.0500058368779719,0.234974723309278,-0.161116947989083,0.247041272558272,-0.329124342350082,-0.121507780859247,-0.121507780859247,-0.271507780859247,1,"attraction",5
-0.722579664550722,0.977783457841724,0.277420335449278,0.866672346730613,0.366753981960938,0.690079719340429,0.80774714560248,0.80774714560248,0.657747145602479,1,"attraction",6
0.0284235686995089,-0.219593065790832,-8.97157643130049,0.780406934209168,-11.2019050669391,0.861554560391232,-0.194791402341798,-0.194791402341798,-0.344791402341798,1,"attraction",7
0.672008519992232,0.475191235542297,-8.32799148000777,1.4751912355423,-10.3878907342907,1.53740226379596,0.494872963987291,0.494872963987291,0.344872963987291,1,"attraction",8
0.370339458808303,-0.992103322409093,-8.6296605411917,0.00789667759090662,-10.7289094856475,0.0744798936415465,-0.855859044287354,-0.855859044287354,-1.00585904428735,1,"attraction",9
-0.584682054352015,0.813202815596014,-9.58468205435202,1.81320281559601,-11.2858836125582,1.8355585442856,0.673414328601211,0.673414328601211,0.523414328601211,1,"attraction",10
-0.128456830047071,-0.925137934274971,-9.12845683004707,0.0748620657250285,-11.4808286748361,0.169570048479363,-0.845469823852182,-0.845469823852182,-0.995469823852182,1,"attraction",11
0.915153193287551,0.775509811006486,-8.08484680671245,1.77550981100649,-9.83680859175511,1.80350556490012,0.789474149234593,0.789474149234593,0.639474149234593,1,"attraction",12
0.237676414661109,-0.333145577460527,1.23767641466111,-0.444256688571639,1.20702606430277,-0.607517760754046,-0.276063378248364,-0.276063378248364,-0.426063378248364,1,"attraction",13
0.569385551381856,-0.922127017751336,-8.43061444861814,0.0778729822486639,-10.3784461437259,0.127632059482858,-0.772975760838017,-0.772975760838017,-0.922975760838017,1,"attraction",14
-0.657471339218318,-0.477824072353542,0.342528660781682,-0.588935183464653,0.345411247713491,-0.755922137568187,-0.49578879904002,-0.49578879904002,-0.64578879904002,1,"attraction",15
0.965634395834059,0.519088535103947,1.96563439583406,0.407977423992836,1.9789320806507,0.239833236790987,0.563743121176958,0.563743121176958,0.413743121176958,1,"attraction",16
-0.62105212919414,-0.457426770590246,0.37894787080586,-0.568537881701357,0.444579567853362,-0.742496959151079,-0.473789306450635,-0.473789306450635,-0.623789306450635,1,"attraction",17
-0.518910520710051,-0.914022407960147,0.481089479289949,-1.02513351907126,0.409185298113152,-1.18381083227384,-0.874511219235137,-0.874511219235137,-1.02451121923514,1,"attraction",18
-0.041202871594578,-0.605179315432906,-9.04120287159458,0.394820684567094,-10.9360433794092,0.438691852102056,-0.548781671049073,-0.548781671049073,-0.698781671049073,1,"attraction",19
-0.249020070768893,0.0288154166191816,-9.24902007076889,1.02881541661918,-9.85184706836007,0.929129527462646,0.00103186788037419,0.00103186788037424,-0.148968132119626,1,"attraction",20
-0.684189583640546,-0.281943388283253,0.315810416359454,-0.393054499394364,0.344936792040244,-0.562957430025563,-0.322168007818982,-0.322168007818982,-0.472168007818982,1,"attraction",21
0.127293683122844,-0.532593202777207,1.12729368312284,-0.643704313888318,1.04528978639282,-0.801259436473871,-0.466604514187202,-0.466604514187202,-0.616604514187202,1,"attraction",22
-0.389563261065632,0.334853029344231,-9.38956326106563,1.33485302934423,-9.98999327491038,1.23490080866031,0.262411400303245,0.262411400303245,0.112411400303245,1,"attraction",23
0.866068254690617,0.851289497222751,-8.13393174530938,1.85128949722275,-10.0553014871199,1.89810835742392,0.852767372969538,0.852767372969538,0.702767372969538,1,"attraction",24
0.0301266596652567,0.487949292641133,-8.96987334033474,1.48794929264113,-10.6843599724118,1.51178114064969,0.442167029343545,0.442167029343545,0.292167029343545,1,"attraction",25
-0.565684603527188,-0.566865378059447,0.434315396472812,-0.677976489170558,0.412104402203113,-0.842175267585036,-0.566747300606221,-0.566747300606221,-0.716747300606221,1,"attraction",26
0.925216027535498,0.47971055842936,1.9252160275355,0.368599447318249,1.97186520867981,0.196749538302215,0.524261105339974,0.524261105339974,0.374261105339974,1,"attraction",27
-0.995454067829996,0.217874905094504,0.00454593217000365,0.106763793983393,0.0719062440562994,-0.0673873517817507,0.0965420078020543,0.0965420078020543,-0.0534579921979457,1,"attraction",28
-0.0945368548855186,0.0715799876488745,0.905463145114481,-0.0395311234622366,0.912938484176993,-0.207028383358071,0.0549683033954352,0.0549683033954352,-0.0950316966045648,1,"attraction",29
-0.288668092340231,0.224266180302948,-9.28866809234023,1.22426618030295,-11.3807639273349,1.29005460641347,0.17297275303863,0.17297275303863,0.0229727530386299,1,"attraction",30
-0.178729748353362,0.146951797883958,-9.17872974835336,1.14695179788396,-10.8401506947819,1.16488745859824,0.114383643260226,0.114383643260226,-0.0356163567397743,1,"attraction",31
-0.210053909569979,0.838407858274877,0.789946090430021,0.727296747163766,0.882460149144754,0.550350740639907,0.733561681490392,0.733561681490392,0.583561681490392,1,"attraction",32
