"option1attribute1","option1attribute2","option2attribute1","option2attribute2","option3attribute1","option3attribute2","value1","value2","value3","ppntid","trialtype","trialid"
0.852439332287759,0.954851764254272,-0.0684188320301473,-0.387892861384898,-0.884459321387112,0.278468551579863,0.944610521057621,-0.355945458449423,0.162175764283165,1,"random",1
0.803807701915503,0.656205959618092,0.0673154685646296,-0.701719855889678,0.666478959843516,0.734297203365713,0.670966133847833,-0.624816323444247,0.727515379013494,1,"random",2
0.947512426879257,-0.840713542886078,0.719801099970937,-0.637949887663126,-0.276356481481344,0.968524247407913,-0.661890945909545,-0.50217478889972,0.844036174518988,1,"random",3
-0.107327346224338,0.715484333224595,-0.676422269549221,-0.623472123406827,-0.588756966404617,-0.954267648048699,0.633203165279701,-0.628767138021067,-0.917716579884291,1,"random",4
0.375534137245268,-0.990518463309854,-0.235271651763469,0.948996662162244,0.489625642076135,0.816315740346909,-0.853913203254342,0.830569830769673,0.783646730519831,1,"random",5
0.594822195824236,-0.571350256446749,0.283741154242307,-0.82568307267502,-0.309845691546798,0.954722965601832,-0.454733011219651,-0.714740649983287,0.828266099886969,1,"random",6
-0.865848561283201,0.624847744591534,0.091260151937604,-0.509203126654029,-0.700644567143172,-0.122976145707071,0.475778114004061,-0.449156798794866,-0.180742987850681,1,"random",7
0.481706959195435,0.877546270843595,0.560386112425476,0.673461658414453,0.248008240014315,-0.740437732078135,0.837962339678779,0.662154103815556,-0.64159313486889,1,"random",8
-0.700782476458699,0.242208630312234,-0.549833388067782,0.701903901528567,-0.376930199563503,0.573032082989812,0.147909519635141,0.576730172568932,0.47803585473448,1,"random",9
0.117046155501157,0.618358731269836,0.981552089564502,-0.436922576744109,-0.642776621971279,0.442215311806649,0.568227473692969,-0.295075110113248,0.333716118428856,1,"random",10
-0.968982486985624,0.949871154502034,-0.0958337406627834,-0.902977265883237,-0.598667778540403,-0.789675261825323,0.757985790353268,-0.822262913361192,-0.770574513496831,1,"random",11
-0.970177510753274,0.864510339219123,-0.618049456737936,0.940815856680274,-0.291282704100013,0.864661578088999,0.681041554221883,0.784929325338453,0.749067149870098,1,"random",12
-0.729624271858484,0.708392885513604,0.525798598770052,0.280785520561039,0.635931704659015,0.0048284949734807,0.564591169776395,0.305286828381941,0.0679388159420341,1,"random",13
-0.254671439994127,0.781462151091546,-0.861549485940486,-0.852008062880486,0.447602341417223,0.906900103203952,0.677848791982979,-0.852962205186486,0.860970327025279,1,"random",14
-0.607379467226565,-0.127799837850034,-0.59341460140422,0.851325054187328,0.118530654348433,-0.249885115772486,-0.175757800787687,0.706851088628173,-0.213043538760394,1,"random",15
-0.671007910743356,0.940769906155765,-0.231765022501349,-0.0287930094636977,-0.559278202243149,-0.330361589323729,0.779592124465853,-0.0490902107674629,-0.353253250615671,1,"random",16
0.305151398759335,0.506123944185674,-0.602617880795151,-0.42848597234115,-0.601196434348822,0.132990804500878,0.48602668964304,-0.44589916318655,0.0595720806159079,1,"random",17
-0.663894367404282,0.887262291740626,0.00881617004051805,-0.905861064791679,0.775614448823035,-0.606444806326181,0.732146625826135,-0.81439334130846,-0.468238880811259,1,"random",18
-0.625931634102017,0.132252790499479,0.172649777494371,0.939942838158458,-0.488251163624227,0.59860407654196,0.056434348039329,0.86321353209205,0.489918552525342,1,"random",19
-0.723632558714598,-0.510147481225431,0.724784714635462,0.235710176173598,-0.4307981277816,0.306704345624894,-0.531495988974348,0.284617630019784,0.232954098284245,1,"random",20
-0.0818868787027895,-0.507909984327853,0.91811312129721,-0.619021095438964,0.924466348998249,-0.786393676294635,-0.465307673765346,-0.465307673765346,-0.615307673765346,1,"attraction",21
-0.69200849160552,0.733299147337675,0.30799150839448,0.622188036226564,0.336929090227932,0.452306082689514,0.590768383443356,0.590768383443356,0.440768383443356,1,"attraction",22
-0.679364878684282,-0.594010457396507,0.320635121315718,-0.705121568507618,0.3886020982638,-0.87934012150185,-0.602545899525285,-0.602545899525285,-0.752545899525285,1,"attraction",23
-0.767550990916789,0.650636408943683,0.232449009083211,0.539525297832572,0.301406399067491,0.36519669894543,0.508817668957636,0.508817668957636,0.358817668957636,1,"attraction",24
0.806408152449876,0.448058561421931,-8.19359184755012,1.44805856142193,-10.3835849898402,1.52472446612082,0.483893520524725,0.483893520524725,0.333893520524725,1,"attraction",25
0.992502802051604,-0.74292809702456,-8.0074971979484,0.25707190297544,-8.65757003664039,0.162635551718995,-0.569385007116944,-0.569385007116944,-0.719385007116944,1,"attraction",26
-0.558080710005015,0.393195099662989,-9.55808071000501,1.39319509966299,-10.2163000280969,1.29966391278431,0.298067518696189,0.298067518696189,0.148067518696189,1,"attraction",27
0.0268204933963716,0.914181033149362,-8.97317950660363,1.91418103314936,-9.76090390579775,1.83503929972649,0.825444979174063,0.825444979174063,0.675444979174062,1,"attraction",28
0.236839869990945,-0.374789841473103,-8.76316013000906,0.625210158526897,-10.2437263203785,0.623050846345723,-0.313626870326698,-0.313626870326698,-0.463626870326698,1,"attraction",29
-0.969373819418252,-0.205914230085909,0.0306261805817485,-0.317025341197021,0.0653982940129936,-0.487555576022714,-0.282260189019144,-0.282260189019144,-0.432260189019144,1,"attraction",30
0.808235499076545,0.823875295463949,1.80823549907655,0.712764184352838,1.76114837126806,0.551329420776003,0.822311315825209,0.822311315825209,0.672311315825209,1,"attraction",31
-0.864478310570121,0.0409829425625503,0.135521689429879,-0.0701281685485608,0.212367836898193,-0.24533329604504,-0.0495631827507168,-0.0495631827507168,-0.199563182750717,1,"attraction",32
0.178326916880906,-0.721907804720104,-8.82167308311909,0.278092195279896,-11.1007431579288,0.36465553692542,-0.631884332560003,-0.631884332560003,-0.781884332560003,1,"attraction",33
-0.463070915546268,-0.330263511743397,-9.46307091554627,0.669736488256603,-10.4519503152464,0.612945310445502,-0.343544252123684,-0.343544252123684,-0.493544252123684,1,"attraction",34
0.734262133948505,0.4500219267793,-8.2657378660515,1.4500219267793,-10.5502878388856,1.53719414598309,0.47844594749622,0.47844594749622,0.32844594749622,1,"attraction",35
-0.780512365046889,-0.342450256459415,0.219487634953111,-0.453561367570526,0.266182210575789,-0.62541632041749,-0.386256467318162,-0.386256467318162,-0.536256467318162,1,"attraction",36
0.407774734310806,-0.797300101723522,-8.59222526568919,0.202699898276478,-10.3026486042421,0.226080269226804,-0.676792618120089,-0.676792618120089,-0.826792618120089,1,"attraction",37
0.157595560885966,0.0251472503878176,1.15759556088597,-0.0859638607232935,1.11512519097887,-0.247911597400283,0.0383920814376324,0.0383920814376324,-0.111607918562368,1,"attraction",38
-0.379410947673023,-0.0984908677637577,-9.37941094767302,0.901509132236242,-10.1365065747406,0.818964201910421,-0.126582875754684,-0.126582875754684,-0.276582875754684,1,"attraction",39
0.998220490291715,-0.601206720340997,1.99822049029171,-0.712317831452108,2.07893393808045,-0.887952658984189,-0.441263999277726,-0.441263999277726,-0.591263999277726,1,"attraction",40
